stop_id, stop_name, stop_desc, stop_lat, stop_lon, zone_id, stop_url, wheelchair_boarding
GRESHAM, Gresham, , 41.7363889, -87.6447222, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.GRESHAM.html, 0
VERMONT, Blue Island-Vermont, , 41.6547222, -87.6777778, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.VERMONT.html, 1
LONGWOOD, 95th St.-Longwood, , 41.7211111, -87.6502778, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.LONGWOOD.html, 1
WASHHGTS, 103rd St.-Washington Hts., , 41.7055556, -87.6558333, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.WASHHGTS.html, 1
BRAINERD, Brainerd, , 41.7322222, -87.6588889, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.BRAINERD.html, 1
91ST-BEV, 91st St. - Beverly Hills, , 41.7280556, -87.6672222, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.91ST-BEV.html, 1
PRAIRIEST, Prairie St., , 41.6625000, -87.6750000, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.PRAIRIEST.html, 0
123RD-BEV, 123rd St., , 41.6700000, -87.6736111, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.123RD-BEV.html, 0
119TH-BEV, 119th St., , 41.6763889, -87.6725000, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.119TH-BEV.html, 1
115TH-BEV, 115th St. - Morgan Park, , 41.6850000, -87.6716667, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.115TH-BEV.html, 1
111TH-BEV, 111th St. - Morgan Park, , 41.6927778, -87.6705556, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.111TH-BEV.html, 1
107TH-BEV, 107th St. - Beverly Hills, , 41.6988889, -87.6700000, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.1O7TH-BEV.html, 1
103RD-BEV, 103rd St. - Beverly Hills, , 41.7061111, -87.6688889, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.103RD-BEV.html, 1
99TH-BEV, 99th St. - Beverly Hills, , 41.7136111, -87.6675000, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.99TH-BEV.html, 1
95TH-BEV, 95th St. - Beverly Hills, , 41.7213889, -87.6672222, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.95TH-BEV.html, 1
BLUEISLAND, Blue Island, , 41.6561111, -87.6758333, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.BLUEISLAND.html, 1
BURROAK, Burr Oak, , 41.6622222, -87.6688889, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.BURROAK.html, 0
ASHLAND, Ashland, , 41.6694444, -87.6605556, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.ASHLAND.html, 0
RACINE, Racine, , 41.6741667, -87.6519444, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.RACINE.html, 0
WPULLMAN, West Pullman, , 41.6741667, -87.6422222, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.WPULLMAN.html, 0
STEWARTRID, Stewart Ridge, , 41.6744444, -87.6316667, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.STEWARTRID.html, 0
STATEST, State St., , 41.6744444, -87.6219444, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.STATEST.html, 0
SCHILLERPK, Schiller Park, , 41.9627778, -87.8705556, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.SCHILLERPK.html, 1
PALOSHTS, Palos Heights, , 41.6819444, -87.8069444, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/sws/station.PALOSHTS.html, 1
PINGREE, Pingree Road, , 42.2341667, -88.2980556, I, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.PINGREE.html, 1
CUS, Chicago Union Station, , 41.8788889, -87.6388889, A, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map.html, 1
OTC, Chicago OTC, , 41.8822222, -87.6405556, A, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map.html, 1
LARAWAY, Laraway Road, , 41.4847222, -87.9597222, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/sws/station.LARAWAY.html, 1
MANHATTAN, Manhattan, , 41.4183333, -87.9891667, I, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/sws/station.MANHATTAN.html, 1
NCSGRAYSLK, Washington St (Grayslake), , 42.3591667, -88.0505556, I, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.NCSGRAYSLK.html, 1
ROSEMONT, Rosemont, , 41.9761111, -87.8738889, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.ROSEMONT.html, 1
FRANKLINPK, Franklin Pk, , 41.9377778, -87.8600000, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.FRANKLINPK.html, 1
LAFOX, La Fox, , 41.8866667, -88.4122222, I, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-w/station.LAFOX.html, 1
ELBURN, Elburn, , 41.8905556, -88.4638889, I, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-w/station.ELBURN.html, 1
35TH, 35th St. - Lou Jones, , 41.8313889, -87.6291667, A, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.35TH.html, 1
